,°¡¿­·Î ¹øÈ£,½ÃÀÛ½Ã°£,Á¾·á½Ã°£,°¡½º»ç¿ë·®,Type,¼ÒÀç list,ÀÛ¾÷ÀÏÀÚ,ÁÖ/¾ß°£,in,out,cycle,ÆòÀÏ/ÁÖ¸»,drop_flag,gradient,part_types,temp diff,time diff,°¡½º»ç¿ë·®(¸¶Áö¸· ±¸°£),°¡¿­¿Ï·á ¿Âµµ,°¡¿­Áß ¸¶Áö¸· ¹®´ÝÈù ½Ã°£,°¡¿­Áß ¹®¿­¸² È½¼ö,»¬½Ã°£,½ÃÀÛ¿Âµµ,½ÇÁ¦ ½ÃÀÛ½Ã°£,¿ø·¡½ÃÀÛÁ¡¿Âµµ,ÀÌÀü Á¾·á½Ã°£,Á¾·á¿Âµµ,ÃÖÁ¾ °¡¿­½ÃÀÛ ¿Âµµ,Æò±Õ¿Âµµ,°ãÄ§¼ö·®,Á÷Àü »çÀÌÅ¬ ¼ÒÀç ¼ö·®,°ãÄ§¿©ºÎ
0,5,2019-07-01 08:45:00,2019-07-01 08:46:00,5.0,hold,[''],,,[],[],0.0,,0.0,,,,,,,,,,1286.3,,,,1284.4,,1285.35,0,0.0,¾È°ãÄ§
1,5,2019-07-01 09:47:00,2019-07-01 09:52:00,0.0,hold,[''],,,[],[],0.0,,0.0,,,,,,,,,,1288.5,,,,1271.8,,1280.3,4,4.0,°ãÄ§
2,5,2019-07-01 11:52:00,2019-07-01 13:00:00,189.5999999996274,hold,[''],,,[],[],0.0,,0.0,,,,,,,,,,1266.1,,,,1258.4,,1252.1159420289853,4,4.0,°ãÄ§
3,5,2019-07-01 13:21:00,2019-07-01 13:26:00,18.199999999254945,hold,[''],,,[],[],0.0,,0.0,,,,,,,,,,1272.9,,,,1272.0,,1272.5,4,4.0,°ãÄ§
4,5,2019-07-02 03:35:00,2019-07-02 06:44:00,587.1999999992547,hold,[''],2019-07-02,ÁÖ°£,[],[],1.0,,0.0,,,,,,,,,,1252.1,,,,1269.7,,1268.085789473684,4,4.0,°ãÄ§
5,5,2019-07-02 09:02:00,2019-07-02 11:35:00,344.20000000111764,hold,[''],2019-07-02,ÁÖ°£,[],[],1.0,,0.0,,,,,,,,,,1253.7,,,,1255.6,,1255.4493506493507,4,4.0,°ãÄ§
6,5,2019-07-02 11:50:00,2019-07-02 13:18:00,211.2999999988824,hold,[''],2019-07-02,ÁÖ°£,[],[],1.0,,0.0,,,,,,,,,,1257.9,,,,1254.6,,1252.2876404494384,4,4.0,°ãÄ§
7,5,2019-07-02 13:32:00,2019-07-02 13:40:00,19.80000000074505,hold,[''],2019-07-02,ÁÖ°£,[],[],1.0,,0.0,,,,,,,,,,1254.2,,,,1253.1,,1252.8,4,4.0,°ãÄ§
8,5,2019-07-03 09:37:00,2019-07-03 09:47:00,43.30000000074506,hold,[''],2019-07-03,ÁÖ°£,[],[],2.0,,0.0,,,,,,,,,,1286.5,,,,1272.0,,1278.1727272727271,4,4.0,°ãÄ§
9,5,2019-07-03 10:38:00,2019-07-03 11:13:00,167.2000000011176,hold,[''],2019-07-03,ÁÖ°£,[],[],2.0,,0.0,,,,,,,,,,1288.0,,,,1272.4,,1206.1111111111113,4,4.0,°ãÄ§
10,5,2019-07-03 12:13:00,2019-07-03 12:56:00,150.09999999962747,hold,[''],2019-07-03,ÁÖ°£,[],[],2.0,,0.0,,,,,,,,,,1271.4,,,,1271.1,,1271.2522727272724,4,4.0,°ãÄ§
11,5,2019-07-03 13:15:00,2019-07-03 13:33:00,50.19999999925494,hold,[''],2019-07-03,ÁÖ°£,[],[],2.0,,0.0,,,,,,,,,,1271.2,,,,1272.3,,1271.178947368421,4,4.0,°ãÄ§
12,5,2019-07-03 20:40:00,2019-07-04 07:52:00,1779.10000000149,hold,[''],2019-07-04,ÁÖ°£,[],[],3.0,,0.0,,,,,,,,,,1252.2,,,,1258.3,,1253.3164933135215,4,4.0,°ãÄ§
13,5,2019-07-04 08:08:00,2019-07-04 08:45:00,87.0,hold,[''],2019-07-04,ÁÖ°£,[],[],3.0,,0.0,,,,,,,,,,1257.0,,,,1256.2,,1253.9552631578947,4,4.0,°ãÄ§
14,5,2019-07-04 09:06:00,2019-07-04 09:44:00,0.0,hold,[''],2019-07-04,ÁÖ°£,[],[],3.0,,0.0,,,,,,,,,,1270.9,,,,1252.0,,1252.7102564102565,4,4.0,°ãÄ§
15,5,2019-07-04 10:04:00,2019-07-04 10:20:00,0.0,hold,[''],2019-07-04,ÁÖ°£,[],[],3.0,,0.0,,,,,,,,,,1271.4,,,,1272.2,,1267.4470588235295,4,4.0,°ãÄ§
16,5,2019-07-04 10:44:00,2019-07-04 10:52:00,34.5,hold,[''],2019-07-04,ÁÖ°£,[],[],3.0,,0.0,,,,,,,,,,1287.9,,,,1270.9,,1277.7,4,4.0,°ãÄ§
