,Type,cycle,drop_flag,gradient,in,out,part_types,temp diff,time diff,가스사용량,가스사용량(마지막 구간),가열로 번호,가열완료 온도,가열중 마지막 문닫힌 시간,가열중 문열림 횟수,뺄시간,소재 list,시작시간,시작온도,실제 시작시간,원래시작점온도,이전 종료시간,작업일자,종료시간,종료온도,주/야간,최종 가열시작 온도,평균온도,평일/주말
0,heat,0,1,43.797235023041466,,,increasing 0,158.39999999999998,3.6166666666666667,1038.3000000000466,1038.3000000000466,17,821.8,0,0,10,[],2020-03-01 00:10:00,663.4,2020-03-01 00:00:00,651.6,,,2020-03-01 03:47:00,821.8,,0,,
1,heat,0,1,3.868421052631561,,,holding 0,9.799999999999955,2.533333333333333,601.6999999999534,601.6999999999534,17,812.0,0,0,10,[],2020-03-01 03:47:00,821.8,2020-03-01 00:00:00,651.6,,,2020-03-01 06:19:00,812.0,,0,,
2,heat,0,1,91.64013840830452,,,increasing 1,441.4000000000001,4.816666666666666,2383.5,2383.5,17,1253.4,0,0,10,[],2020-03-01 06:19:00,812.0,2020-03-01 00:00:00,651.6,,,2020-03-01 11:08:00,1253.4,,0,,
3,open,,0,,,,,,,18.70000000006985,,17,,,,,,2020-03-02 12:55:00,1265.2,,,,,2020-03-02 13:08:00,629.4,,,,
4,reheat,,0,,,,,,,99.19999999995343,,17,,,,1,,2020-03-02 13:08:00,629.4,,,,,2020-03-02 13:19:00,,,,,
5,hold,,0,,,,,,,90.90000000002328,,17,,,,,,2020-03-02 13:19:00,1249.3,,,,,2020-03-02 13:36:00,1260.4,,,1251.3833333333334,
6,open,,0,,,,,,,43.5,,17,,,,,,2020-03-02 13:36:00,1260.4,,,,,2020-03-02 13:47:00,769.4,,,,
7,reheat,,0,,,,,,,55.0,,17,,,,2,,2020-03-02 13:47:00,769.4,,,,,2020-03-02 13:54:00,,,,,
8,open,,0,,,,,,,11.699999999953434,,17,,,,,,2020-03-02 13:55:00,1265.6,,,,,2020-03-02 14:00:00,750.7,,,,
9,reheat,,0,,,,,,,76.80000000004657,,17,,,,1,,2020-03-02 14:00:00,750.7,,,,,2020-03-02 14:09:00,,,,,
10,heat,1,0,1137.6774193548385,,,increasing 0,587.8,0.5166666666666667,212.29999999993015,212.29999999993015,17,1251.6,0,0,1,"['200121-19151-001', '200102-19157-004', '200102-19157-004']",2020-03-02 14:24:00,663.8,2020-03-02 14:20:00,822.5,2020-03-02 14:09:00,,2020-03-02 14:55:00,1251.6,,0,,
11,open,,0,,,,,,,18.900000000023283,,17,,,,,,2020-03-02 20:18:00,1257.6,,,,,2020-03-02 20:28:00,806.6,,,,
12,reheat,,0,,,,,,,93.90000000002328,,17,,,,2,,2020-03-02 20:28:00,806.6,,,,,2020-03-02 20:42:00,,,,,
13,open,,0,,,,,,,37.59999999997672,,17,,,,,,2020-03-02 20:42:00,1249.8,,,,,2020-03-02 20:53:00,778.2,,,,
14,reheat,,0,,,,,,,100.19999999995343,,17,,,,1,,2020-03-02 20:53:00,778.2,,,,,2020-03-02 21:04:00,,,,,
15,hold,,0,,,,,,,1230.4000000000233,,17,,,,,,2020-03-02 21:04:00,1267.8,,,,,2020-03-03 00:54:00,1264.7,,,1252.8380952380953,
16,open,,0,,,,,,,22.400000000023283,,17,,,,,,2020-03-03 00:54:00,1264.7,,,,,2020-03-03 01:04:00,685.9,,,,
17,reheat,,0,,,,,,,78.69999999995343,,17,,,,0,,2020-03-03 01:04:00,685.9,,,,,2020-03-03 01:12:00,,,,,
18,open,,0,,,,,,,18.899999999906868,,17,,,,,,2020-03-03 01:13:00,1263.3,,,,,2020-03-03 01:22:00,585.9,,,,
19,reheat,,0,,,,,,,93.90000000002328,,17,,,,3,,2020-03-03 01:22:00,585.9,,,,,2020-03-03 01:33:00,,,,,
20,open,,0,,,,,,,10.300000000046566,,17,,,,,,2020-03-03 01:33:00,1239.8,,,,,2020-03-03 01:38:00,651.5,,,,
21,reheat,,0,,,,,,,289.69999999995343,,17,,,,2,,2020-03-03 01:38:00,651.5,,,,,2020-03-03 02:14:00,,,,,
22,hold,,0,,,,,,,41.300000000046566,,17,,,,,,2020-03-03 02:14:00,1229.8,,,,,2020-03-03 02:22:00,1231.0,,,1226.1999999999998,
23,open,,0,,,,,,,36.199999999953434,,17,,,,,,2020-03-03 02:22:00,1231.0,,,,,2020-03-03 02:32:00,773.3,,,,
24,reheat,,0,,,,,,,106.30000000004657,,17,,,,1,,2020-03-03 02:32:00,773.3,,,,,2020-03-03 02:46:00,,,,,
25,hold,,0,,,,,,,210.29999999993015,,17,,,,,,2020-03-03 02:46:00,1234.5,,,,,2020-03-03 03:25:00,1240.7,,,1231.5575000000001,
26,open,,0,,,,,,,27.600000000093132,,17,,,,,,2020-03-03 03:25:00,1240.7,,,,,2020-03-03 03:33:00,880.4,,,,
27,reheat,,0,,,,,,,82.39999999990687,,17,,,,0,,2020-03-03 03:33:00,880.4,,,,,2020-03-03 03:44:00,,,,,
28,heat,2,0,1460.1428571428573,,,increasing 0,340.70000000000005,0.23333333333333334,105.80000000004657,105.80000000004657,17,1244.2,0,0,1,"['200102-19157-004', '200102-19157-004']",2020-03-03 05:56:00,903.5,2020-03-03 05:53:00,1186.7,2020-03-03 05:51:00,,2020-03-03 06:10:00,1244.2,,0,,
29,open,,0,,,,,,,8.5,,17,,,,,,2020-03-03 08:35:00,1251.1,,,,,2020-03-03 08:42:00,616.5,,,,
30,reheat,,0,,,,,,,160.40000000002328,,17,,,,2,,2020-03-03 08:42:00,616.5,,,,,2020-03-03 09:05:00,,,,,
31,hold,,0,,,,,,,65.5,,17,,,,,,2020-03-03 09:05:00,1237.8,,,,,2020-03-03 09:24:00,1262.0,,,1251.405,
32,open,,0,,,,,,,3.400000000023283,,17,,,,,,2020-03-03 09:24:00,1262.0,,,,,2020-03-03 09:28:00,822.3,,,,
33,reheat,,0,,,,,,,73.80000000004657,,17,,,,1,,2020-03-03 09:28:00,822.3,,,,,2020-03-03 09:40:00,,,,,
34,hold,,0,,,,,,,43.0,,17,,,,,,2020-03-03 09:40:00,1250.0,,,,,2020-03-03 09:51:00,1262.3,,,1250.0583333333332,
35,open,,0,,,,,,,17.29999999993015,,17,,,,,,2020-03-03 09:51:00,1262.3,,,,,2020-03-03 10:01:00,673.3,,,,
36,reheat,,0,,,,,,,112.40000000002328,,17,,,,1,,2020-03-03 10:01:00,673.3,,,,,2020-03-03 10:13:00,,,,,
37,hold,,0,,,,,,,6.800000000046566,,17,,,,,,2020-03-03 10:13:00,1262.1,,,,,2020-03-03 10:14:00,1268.1,,,1265.1,
38,open,,0,,,,,,,32.5,,17,,,,,,2020-03-03 10:14:00,1268.1,,,,,2020-03-03 10:25:00,697.6,,,,
39,reheat,,0,,,,,,,120.39999999990687,,17,,,,0,,2020-03-03 10:25:00,697.6,,,,,2020-03-03 10:37:00,,,,,
40,hold,,0,,,,,,,1354.1000000000931,,17,,,,,,2020-03-03 10:37:00,1244.9,,,,,2020-03-03 17:44:00,1265.3,,,1250.9466121495327,
41,open,,0,,,,,,,5.099999999976717,,17,,,,,,2020-03-03 17:44:00,1265.3,,,,,2020-03-03 17:49:00,844.9,,,,
42,reheat,,0,,,,,,,97.29999999993015,,17,,,,3,,2020-03-03 17:49:00,844.9,,,,,2020-03-03 18:11:00,,,,,
43,heat,3,0,364.51239669421483,,,increasing 0,735.0999999999999,2.0166666666666666,1037.6999999999534,1037.6999999999534,17,1255.3,0,0,3,"['200120-19334-002', '200120-19334-002', '200204-19411-018', '200204-19411-018', '200204-19411-018', '200204-19411-018']",2020-03-03 18:55:00,520.2,2020-03-03 18:55:00,520.2,2020-03-03 18:20:00,,2020-03-03 20:56:00,1255.3,,0,,
44,open,,0,,,,,,,17.0,,17,,,,,,2020-03-03 21:28:00,1256.2,,,,,2020-03-03 21:34:00,697.2,,,,
45,reheat,,0,,,,,,,260.39999999990687,,17,,,,1,,2020-03-03 21:34:00,697.2,,,,,2020-03-03 21:57:00,,,,,
46,hold,,0,,,,,,,2952.3000000000466,,17,,,,,,2020-03-03 21:57:00,1261.4,,,,,2020-03-04 08:39:00,1268.7,,,1257.310264385692,
47,open,,0,,,,,,,18.900000000023283,,17,,,,,,2020-03-04 08:39:00,1268.7,,,,,2020-03-04 08:49:00,820.6,,,,
48,reheat,,0,,,,,,,59.79999999993015,,17,,,,1,,2020-03-04 08:49:00,820.6,,,,,2020-03-04 08:58:00,,,,,
49,open,,0,,,,,,,6.900000000023283,,17,,,,,,2020-03-04 09:04:00,1270.4,,,,,2020-03-04 09:09:00,775.9,,,,
50,reheat,,0,,,,,,,47.699999999953434,,17,,,,2,,2020-03-04 09:09:00,775.9,,,,,2020-03-04 09:15:00,,,,,
51,open,,0,,,,,,,3.400000000023283,,17,,,,,,2020-03-04 09:21:00,1269.4,,,,,2020-03-04 09:26:00,721.2,,,,
52,reheat,,0,,,,,,,84.90000000002328,,17,,,,0,,2020-03-04 09:26:00,721.2,,,,,2020-03-04 09:36:00,,,,,
53,hold,,0,,,,,,,47.699999999953434,,17,,,,,,2020-03-04 09:36:00,1255.4,,,,,2020-03-04 09:45:00,1268.7,,,1256.1200000000001,
54,open,,0,,,,,,,15.400000000023283,,17,,,,,,2020-03-04 09:45:00,1268.7,,,,,2020-03-04 09:52:00,772.7,,,,
55,reheat,,0,,,,,,,57.59999999997672,,17,,,,1,,2020-03-04 09:52:00,772.7,,,,,2020-03-04 09:59:00,,,,,
56,open,,0,,,,,,,20.5,,17,,,,,,2020-03-04 10:03:00,1266.4,,,,,2020-03-04 10:10:00,809.9,,,,
57,reheat,,0,,,,,,,69.59999999997672,,17,,,,1,,2020-03-04 10:10:00,809.9,,,,,2020-03-04 10:19:00,,,,,
58,hold,,0,,,,,,,30.70000000006985,,17,,,,,,2020-03-04 10:19:00,1258.5,,,,,2020-03-04 10:26:00,1260.9,,,1253.9875,
59,open,,0,,,,,,,32.5,,17,,,,,,2020-03-04 10:26:00,1260.9,,,,,2020-03-04 10:39:00,784.0,,,,
60,reheat,,0,,,,,,,59.199999999953434,,17,,,,1,,2020-03-04 10:39:00,784.0,,,,,2020-03-04 10:47:00,,,,,
61,hold,,0,,,,,,,78.30000000004657,,17,,,,,,2020-03-04 10:47:00,1253.1,,,,,2020-03-04 11:08:00,1264.3,,,1251.590909090909,
62,open,,0,,,,,,,23.899999999906868,,17,,,,,,2020-03-04 11:08:00,1264.3,,,,,2020-03-04 11:19:00,706.0,,,,
63,reheat,,0,,,,,,,74.5,,17,,,,1,,2020-03-04 11:19:00,706.0,,,,,2020-03-04 11:29:00,,,,,
64,hold,,0,,,,,,,334.80000000004657,,17,,,,,,2020-03-04 11:29:00,1245.7,,,,,2020-03-04 13:12:00,1264.4,,,1251.3288461538461,
65,open,,0,,,,,,,6.900000000023283,,17,,,,,,2020-03-04 13:12:00,1264.4,,,,,2020-03-04 13:47:00,1078.4,,,,
66,reheat,,0,,,,,,,3.400000000023283,,17,,,,0,,2020-03-04 13:47:00,1078.4,,,,,2020-03-04 13:49:00,,,,,
