,Type,cycle,drop_flag,gradient,in,out,part_types,temp diff,time diff,가스사용량,가스사용량(마지막 구간),가열로 번호,가열완료 온도,가열중 마지막 문닫힌 시간,가열중 문열림 횟수,뺄시간,소재 list,시작시간,시작온도,실제 시작시간,원래시작점온도,이전 종료시간,작업일자,종료시간,종료온도,주/야간,최종 가열시작 온도,평균온도,평일/주말
0,heat,0,1,94.6987951807229,,,increasing 0,131.0,1.3833333333333333,881.3999999999069,881.3999999999069,20,1252.0,0,0,2,[],2020-03-01 00:10:00,1121.0,2020-03-01 00:00:00,1104.4,,,2020-03-01 01:33:00,1252.0,,0,,
1,open,,0,,,,,,,5.199999999953434,,20,,,,,,2020-03-02 06:23:00,1259.7,,,,,2020-03-02 06:44:00,493.0,,,,
2,reheat,,0,,,,,,,246.60000000009313,,20,,,,2,,2020-03-02 06:44:00,493.0,,,,,2020-03-02 07:07:00,,,,,
3,hold,,0,,,,,,,57.10000000009313,,20,,,,,,2020-03-02 07:07:00,1264.7,,,,,2020-03-02 07:20:00,1260.2,,,1261.8928571428573,
4,open,,0,,,,,,,5.199999999953434,,20,,,,,,2020-03-02 07:20:00,1260.2,,,,,2020-03-02 07:27:00,702.5,,,,
5,reheat,,0,,,,,,,138.80000000004657,,20,,,,0,,2020-03-02 07:27:00,702.5,,,,,2020-03-02 07:40:00,,,,,
6,hold,,0,,,,,,,366.5,,20,,,,,,2020-03-02 07:40:00,1266.2,,,,,2020-03-02 09:23:00,1260.1,,,1259.9076923076923,
7,open,,0,,,,,,,5.199999999953434,,20,,,,,,2020-03-02 09:23:00,1260.1,,,,,2020-03-02 09:27:00,901.6,,,,
8,reheat,,0,,,,,,,73.80000000004657,,20,,,,1,,2020-03-02 09:27:00,901.6,,,,,2020-03-02 09:36:00,,,,,
9,heat,1,0,842.4374999999999,,,increasing 0,449.29999999999995,0.5333333333333333,388.5,388.5,20,1260.5,2020-03-02 18:03:00,0,2,"['191118-15111-001', '191127-15042-008', '191127-15042-009', '200130-15111-005']",2020-03-02 18:03:00,811.2,2020-03-02 18:03:00,811.2,2020-03-02 11:12:00,,2020-03-02 18:35:00,1260.5,,811.2,,
10,open,,0,,,,,,,13.600000000093132,,20,,,,,,2020-03-02 19:00:00,1258.8,,,,,2020-03-02 19:06:00,799.9,,,,
11,reheat,,0,,,,,,,822.3999999999069,,20,,,,1,,2020-03-02 19:06:00,799.9,,,,,2020-03-02 20:05:00,,,,,
12,hold,,0,,,,,,,1240.0,,20,,,,,,2020-03-02 20:05:00,1253.3,,,,,2020-03-02 22:46:00,1259.1,,,1258.5037037037036,
13,open,,0,,,,,,,8.5,,20,,,,,,2020-03-02 22:46:00,1259.1,,,,,2020-03-02 22:56:00,611.3,,,,
14,reheat,,0,,,,,,,490.4000000001397,,20,,,,2,,2020-03-02 22:56:00,611.3,,,,,2020-03-02 23:34:00,,,,,
15,hold,,0,,,,,,,805.5999999998603,,20,,,,,,2020-03-02 23:34:00,1254.0,,,,,2020-03-03 02:11:00,1258.2,,,1258.3373417721518,
16,open,,0,,,,,,,6.900000000139698,,20,,,,,,2020-03-03 02:11:00,1258.2,,,,,2020-03-03 02:19:00,666.7,,,,
17,reheat,,0,,,,,,,416.0,,20,,,,3,,2020-03-03 02:19:00,666.7,,,,,2020-03-03 02:52:00,,,,,
18,hold,,0,,,,,,,3199.1999999999534,,20,,,,,,2020-03-03 02:52:00,1250.2,,,,,2020-03-03 20:17:00,1257.1,,,1257.6711281070745,
19,open,,0,,,,,,,3.5,,20,,,,,,2020-03-03 20:17:00,1257.1,,,,,2020-03-03 20:21:00,820.5,,,,
20,reheat,,0,,,,,,,96.30000000004657,,20,,,,2,,2020-03-03 20:21:00,820.5,,,,,2020-03-03 20:35:00,,,,,
21,hold,,0,,,,,,,15.300000000046566,,20,,,,,,2020-03-03 20:35:00,1259.6,,,,,2020-03-03 20:41:00,1257.9,,,1258.357142857143,
22,open,,0,,,,,,,3.3999999999068677,,20,,,,,,2020-03-03 20:41:00,1257.9,,,,,2020-03-03 20:49:00,596.6,,,,
23,reheat,,0,,,,,,,151.0,,20,,,,3,,2020-03-03 20:49:00,596.6,,,,,2020-03-03 21:04:00,,,,,
24,open,,0,,,,,,,16.800000000046566,,20,,,,,,2020-03-03 21:04:00,1264.4,,,,,2020-03-03 21:08:00,902.7,,,,
25,reheat,,0,,,,,,,136.0999999998603,,20,,,,1,,2020-03-03 21:08:00,902.7,,,,,2020-03-03 21:22:00,,,,,
26,hold,,0,,,,,,,746.5,,20,,,,,,2020-03-03 21:22:00,1266.8,,,,,2020-03-04 00:56:00,1257.1,,,1257.632093023256,
27,open,,0,,,,,,,5.100000000093132,,20,,,,,,2020-03-04 00:56:00,1257.1,,,,,2020-03-04 01:02:00,761.9,,,,
28,reheat,,0,,,,,,,136.10000000009313,,20,,,,2,,2020-03-04 01:02:00,761.9,,,,,2020-03-04 01:19:00,,,,,
29,heat,2,0,686.4193548387096,,,increasing 0,709.3000000000001,1.0333333333333334,733.2999999998137,733.2999999998137,20,1264.2,0,0,2,"['191127-15042-009', '190619-12005-003', '200211-15042-063', '191127-15042-010']",2020-03-04 04:48:00,554.9,2020-03-04 04:48:00,554.9,2020-03-04 04:27:00,,2020-03-04 05:50:00,1264.2,,0,,
30,open,,0,,,,,,,10.100000000093132,,20,,,,,,2020-03-04 11:28:00,1259.2,,,,,2020-03-04 11:41:00,699.5,,,,
31,reheat,,0,,,,,,,213.0,,20,,,,2,,2020-03-04 11:41:00,699.5,,,,,2020-03-04 12:05:00,,,,,
32,hold,,0,,,,,,,1543.1999999999534,,20,,,,,,2020-03-04 12:05:00,1259.9,,,,,2020-03-04 20:20:00,1259.0,,,1258.8391129032257,
33,open,,0,,,,,,,15.5,,20,,,,,,2020-03-04 20:20:00,1259.0,,,,,2020-03-04 20:27:00,927.0,,,,
34,reheat,,0,,,,,,,87.30000000004657,,20,,,,1,,2020-03-04 20:27:00,927.0,,,,,2020-03-04 20:40:00,,,,,
35,hold,,0,,,,,,,12.0,,20,,,,,,2020-03-04 20:40:00,1257.7,,,,,2020-03-04 20:43:00,1261.2,,,1259.4,
36,open,,0,,,,,,,24.0999999998603,,20,,,,,,2020-03-04 20:43:00,1261.2,,,,,2020-03-04 20:53:00,944.4,,,,
37,reheat,,0,,,,,,,49.5,,20,,,,1,,2020-03-04 20:53:00,944.4,,,,,2020-03-04 20:59:00,,,,,
38,open,,0,,,,,,,6.900000000139698,,20,,,,,,2020-03-04 20:59:00,1266.1,,,,,2020-03-04 21:01:00,969.3,,,,
39,reheat,,0,,,,,,,104.5,,20,,,,1,,2020-03-04 21:01:00,969.3,,,,,2020-03-04 21:18:00,,,,,
40,hold,,0,,,,,,,294.5,,20,,,,,,2020-03-04 21:18:00,1257.9,,,,,2020-03-04 22:53:00,1257.6,,,1257.734375,
41,open,,0,,,,,,,3.5,,20,,,,,,2020-03-04 22:53:00,1257.6,,,,,2020-03-04 22:56:00,910.3,,,,
42,reheat,,0,,,,,,,94.0,,20,,,,0,,2020-03-04 22:56:00,910.3,,,,,2020-03-04 23:10:00,,,,,
43,hold,,0,,,,,,,416.19999999995343,,20,,,,,,2020-03-04 23:10:00,1257.8,,,,,2020-03-05 01:33:00,1258.3,,,1257.6930555555555,
44,open,,0,,,,,,,5.199999999953434,,20,,,,,,2020-03-05 01:33:00,1258.3,,,,,2020-03-05 01:37:00,787.2,,,,
45,reheat,,0,,,,,,,96.60000000009313,,20,,,,2,,2020-03-05 01:37:00,787.2,,,,,2020-03-05 01:48:00,,,,,
