,Type,cycle,drop_flag,gradient,in,out,part_types,temp diff,time diff,가스사용량,가스사용량(마지막 구간),가열로 번호,가열완료 온도,가열중 마지막 문닫힌 시간,가열중 문열림 횟수,뺄시간,소재 list,시작시간,시작온도,실제 시작시간,원래시작점온도,이전 종료시간,작업일자,종료시간,종료온도,주/야간,최종 가열시작 온도,평균온도,평일/주말
0,heat,0,1,74.17525773195877,,,increasing 0,719.5,9.7,2133.199999999255,240.29999999981374,1,1166.0,2020-03-02 05:28:00,8,31,[],2020-03-01 20:30:00,446.5,2020-03-01 00:00:00,365.9,,,2020-03-02 06:12:00,1166.0,,1063.9,,
1,open,,0,,,,,,,7.199999999254942,,1,,,,,,2020-03-02 06:18:00,1175.6,,,,,2020-03-02 06:20:00,1128.7,,,,
2,reheat,,0,,,,,,,43.0,,1,,,,0,,2020-03-02 06:20:00,1128.7,,,,,2020-03-02 06:28:00,,,,,
3,open,,0,,,,,,,7.2000000001862645,,1,,,,,,2020-03-02 06:28:00,1180.1,,,,,2020-03-02 06:30:00,1138.1,,,,
4,reheat,,0,,,,,,,362.1000000005588,,1,,,,0,,2020-03-02 06:30:00,1138.1,,,,,2020-03-02 07:35:00,,,,,
5,hold,,0,,,,,,,708.6999999992549,,1,,,,,,2020-03-02 07:35:00,1254.1,,,,,2020-03-02 10:44:00,1254.5,,,1252.9715789473685,
6,open,,0,,,,,,,17.800000000745058,,1,,,,,,2020-03-02 10:44:00,1254.5,,,,,2020-03-02 10:52:00,969.1,,,,
7,reheat,,0,,,,,,,28.299999999813735,,1,,,,0,,2020-03-02 10:52:00,969.1,,,,,2020-03-02 10:59:00,,,,,
8,hold,,0,,,,,,,1805.7999999998137,,1,,,,,,2020-03-02 10:59:00,1253.5,,,,,2020-03-03 04:48:00,1258.5,,,1255.84,
9,open,,0,,,,,,,3.599999999627471,,1,,,,,,2020-03-03 04:48:00,1258.5,,,,,2020-03-03 04:52:00,1082.9,,,,
10,reheat,,0,,,,,,,25.0,,1,,,,0,,2020-03-03 04:52:00,1082.9,,,,,2020-03-03 05:01:00,,,,,
11,hold,,0,,,,,,,123.6000000005588,,1,,,,,,2020-03-03 05:01:00,1263.6,,,,,2020-03-03 06:14:00,1287.4,,,1275.7918918918917,
12,open,,0,,,,,,,3.599999999627471,,1,,,,,,2020-03-03 06:14:00,1287.4,,,,,2020-03-03 06:17:00,1099.0,,,,
13,reheat,,0,,,,,,,17.90000000037253,,1,,,,0,,2020-03-03 06:17:00,1099.0,,,,,2020-03-03 06:24:00,,,,,
14,hold,,0,,,,,,,3.599999999627471,,1,,,,,,2020-03-03 06:24:00,1282.8,,,,,2020-03-03 06:26:00,1284.2,,,1277.6000000000001,
15,open,,0,,,,,,,14.400000000372529,,1,,,,,,2020-03-03 06:26:00,1284.2,,,,,2020-03-03 06:35:00,1149.1,,,,
16,reheat,,0,,,,,,,17.899999999441206,,1,,,,2,,2020-03-03 06:35:00,1149.1,,,,,2020-03-03 06:44:00,,,,,
17,hold,,0,,,,,,,5.400000000372529,,1,,,,,,2020-03-03 06:44:00,1287.5,,,,,2020-03-03 06:46:00,1284.4,,,1282.5666666666668,
18,open,,0,,,,,,,12.5,,1,,,,,,2020-03-03 06:46:00,1284.4,,,,,2020-03-03 06:54:00,1202.3,,,,
19,reheat,,0,,,,,,,16.200000000186265,,1,,,,1,,2020-03-03 06:54:00,1202.3,,,,,2020-03-03 07:02:00,,,,,
20,hold,,0,,,,,,,12.5,,1,,,,,,2020-03-03 07:02:00,1287.0,,,,,2020-03-03 07:08:00,1282.4,,,1275.685714285714,
21,open,,0,,,,,,,9.0,,1,,,,,,2020-03-03 07:08:00,1282.4,,,,,2020-03-03 07:13:00,1112.4,,,,
22,reheat,,0,,,,,,,8.899999999441206,,1,,,,1,,2020-03-03 07:13:00,1112.4,,,,,2020-03-03 07:16:00,,,,,
23,open,,0,,,,,,,3.5,,1,,,,,,2020-03-03 07:17:00,1266.7,,,,,2020-03-03 07:19:00,1026.4,,,,
24,reheat,,0,,,,,,,23.199999999254942,,1,,,,1,,2020-03-03 07:19:00,1026.4,,,,,2020-03-03 07:27:00,,,,,
25,hold,,0,,,,,,,9.0,,1,,,,,,2020-03-03 07:27:00,1278.2,,,,,2020-03-03 07:32:00,1284.0,,,1278.3333333333333,
26,open,,0,,,,,,,10.700000000186265,,1,,,,,,2020-03-03 07:32:00,1284.0,,,,,2020-03-03 07:40:00,1103.1,,,,
27,reheat,,0,,,,,,,7.2000000001862645,,1,,,,0,,2020-03-03 07:40:00,1103.1,,,,,2020-03-03 07:42:00,,,,,
28,open,,0,,,,,,,3.5,,1,,,,,,2020-03-03 07:42:00,1253.6,,,,,2020-03-03 07:44:00,1003.2,,,,
29,reheat,,0,,,,,,,19.700000000186265,,1,,,,0,,2020-03-03 07:44:00,1003.2,,,,,2020-03-03 07:50:00,,,,,
30,open,,0,,,,,,,3.599999999627471,,1,,,,,,2020-03-03 07:52:00,1283.6,,,,,2020-03-03 07:55:00,1214.5,,,,
31,reheat,,0,,,,,,,26.800000000745058,,1,,,,3,,2020-03-03 07:55:00,1214.5,,,,,2020-03-03 08:10:00,,,,,
32,hold,,0,,,,,,,28.699999999254942,,1,,,,,,2020-03-03 08:10:00,1268.4,,,,,2020-03-03 08:26:00,1269.3,,,1255.9176470588234,
33,open,,0,,,,,,,12.5,,1,,,,,,2020-03-03 08:26:00,1269.3,,,,,2020-03-03 08:34:00,1174.5,,,,
34,reheat,,0,,,,,,,10.800000000745058,,1,,,,1,,2020-03-03 08:34:00,1174.5,,,,,2020-03-03 08:38:00,,,,,
35,heat,1,0,223.56626506024094,,,increasing 0,927.8,4.15,1187.0999999996275,747.0,1,1188.3,2020-03-04 04:17:00,1,2,"['200204-19411-029', '200204-19411-029', '200204-19411-029', '200204-19411-029']",2020-03-04 02:30:00,260.5,2020-03-04 02:30:00,260.5,2020-03-03 08:38:00,,2020-03-04 06:39:00,1188.3,,855.3,,
36,open,,0,,,,,,,1.7999999998137355,,1,,,,,,2020-03-04 06:44:00,1200.0,,,,,2020-03-04 06:45:00,1131.1,,,,
37,reheat,,0,,,,,,,258.29999999981374,,1,,,,0,,2020-03-04 06:45:00,1131.1,,,,,2020-03-04 07:32:00,,,,,
38,hold,,0,,,,,,,1841.0,,1,,,,,,2020-03-04 07:32:00,1258.9,,,,,2020-03-04 20:11:00,1265.0,,,1257.5400657894736,
39,open,,0,,,,,,,14.400000000372529,,1,,,,,,2020-03-04 20:11:00,1265.0,,,,,2020-03-04 20:19:00,1146.7,,,,
40,reheat,,0,,,,,,,12.5,,1,,,,2,,2020-03-04 20:19:00,1146.7,,,,,2020-03-04 20:25:00,,,,,
41,hold,,0,,,,,,,874.7000000001863,,1,,,,,,2020-03-04 20:25:00,1264.7,,,,,2020-03-05 04:35:00,1284.8,,,1278.9234215885947,
