,°¡¿­·Î ¹øÈ£,½ÃÀÛ½Ã°£,Á¾·á½Ã°£,°¡½º»ç¿ë·®,Type,¼ÒÀç list,ÀÛ¾÷ÀÏÀÚ,ÁÖ/¾ß°£,in,out,cycle,ÆòÀÏ/ÁÖ¸»,drop_flag,gradient,part_types,temp diff,time diff,°¡½º»ç¿ë·®(¸¶Áö¸· ±¸°£),°¡¿­¿Ï·á ¿Âµµ,°¡¿­Áß ¸¶Áö¸· ¹®´ÝÈù ½Ã°£,°¡¿­Áß ¹®¿­¸² È½¼ö,»¬½Ã°£,½ÃÀÛ¿Âµµ,½ÇÁ¦ ½ÃÀÛ½Ã°£,¿ø·¡½ÃÀÛÁ¡¿Âµµ,ÀÌÀü Á¾·á½Ã°£,Á¾·á¿Âµµ,ÃÖÁ¾ °¡¿­½ÃÀÛ ¿Âµµ,Æò±Õ¿Âµµ,°ãÄ§¼ö·®,Á÷Àü »çÀÌÅ¬ ¼ÒÀç ¼ö·®,°ãÄ§¿©ºÎ
55,5,2019-07-11 20:18:00,2019-07-11 20:27:00,46.0,reheat,[''],2019-07-11,¾ß°£,[],[],7.0,,0.0,,,,,,,,,0.0,1040.0,,,,,,,4,4.0,°ãÄ§
56,5,2019-07-11 20:35:00,2019-07-11 20:46:00,69.0,reheat,[''],2019-07-11,¾ß°£,[],[],7.0,,0.0,,,,,,,,,1.0,953.6,,,,,,,4,4.0,°ãÄ§
57,5,2019-07-11 21:09:00,2019-07-11 21:28:00,99.09999999962747,reheat,[''],2019-07-11,¾ß°£,[],[],7.0,,0.0,,,,,,,,,3.0,1021.1,,,,,,,4,4.0,°ãÄ§
58,5,2019-07-11 21:39:00,2019-07-11 21:47:00,51.09999999962746,reheat,[''],2019-07-11,¾ß°£,[],[],7.0,,0.0,,,,,,,,,0.0,1072.0,,,,,,,4,4.0,°ãÄ§
59,5,2019-07-11 21:59:00,2019-07-11 22:09:00,61.0,reheat,[''],2019-07-11,¾ß°£,[],[],7.0,,0.0,,,,,,,,,2.0,1002.8,,,,,,,4,4.0,°ãÄ§
60,5,2019-07-11 22:16:00,2019-07-11 22:29:00,74.19999999925494,reheat,[''],2019-07-11,¾ß°£,[],[],7.0,,0.0,,,,,,,,,1.0,985.0,,,,,,,4,4.0,°ãÄ§
61,5,2019-07-12 06:04:00,2019-07-12 07:05:00,507.3000000007452,reheat,[''],2019-07-12,¾ß°£,[],[],8.0,,0.0,,,,,,,,,2.0,632.1,,,,,,,4,4.0,°ãÄ§
62,5,2019-07-12 07:25:00,2019-07-12 12:52:00,2709.5999999996275,reheat,[''],2019-07-12,¾ß°£,[],[],8.0,,0.0,,,,,,,,,3.0,883.5,,,,,,,4,4.0,°ãÄ§
63,5,2019-07-12 20:42:00,2019-07-12 20:54:00,54.40000000037254,reheat,[''],2019-07-12,¾ß°£,[],[],8.0,,0.0,,,,,,,,,1.0,1048.5,,,,,,,4,4.0,°ãÄ§
64,5,2019-07-12 21:12:00,2019-07-12 21:26:00,96.30000000074509,reheat,[''],2019-07-12,¾ß°£,[],[],8.0,,0.0,,,,,,,,,1.0,854.9,,,,,,,4,4.0,°ãÄ§
65,5,2019-07-12 21:41:00,2019-07-12 21:56:00,106.20000000111759,reheat,[''],2019-07-12,¾ß°£,[],[],8.0,,0.0,,,,,,,,,0.0,864.9,,,,,,,4,4.0,°ãÄ§
66,5,2019-07-12 22:10:00,2019-07-12 22:29:00,95.40000000037253,reheat,[''],2019-07-12,¾ß°£,[],[],8.0,,0.0,,,,,,,,,2.0,995.3,,,,,,,4,4.0,°ãÄ§
67,5,2019-07-12 22:42:00,2019-07-12 23:01:00,97.19999999925491,reheat,[''],2019-07-12,¾ß°£,[],[],8.0,,0.0,,,,,,,,,2.0,943.0,,,,,,,4,4.0,°ãÄ§
68,5,2019-07-12 23:11:00,2019-07-12 23:23:00,77.40000000037253,reheat,[''],2019-07-12,¾ß°£,[],[],8.0,,0.0,,,,,,,,,1.0,944.3,,,,,,,4,4.0,°ãÄ§
69,5,2019-07-12 23:46:00,2019-07-13 00:11:00,151.40000000037253,reheat,[''],2019-07-12,¾ß°£,[],[],8.0,,0.0,,,,,,,,,1.0,798.4,,,,,,,4,4.0,°ãÄ§
70,5,2019-07-13 02:59:00,2019-07-13 03:17:00,101.19999999925491,reheat,[''],2019-07-12,¾ß°£,[],[],8.0,,0.0,,,,,,,,,1.0,902.2,,,,,,,4,4.0,°ãÄ§
71,5,2019-07-13 04:50:00,2019-07-13 04:58:00,48.0,reheat,[''],2019-07-12,¾ß°£,[],[],8.0,,0.0,,,,,,,,,0.0,991.9,,,,,,,4,4.0,°ãÄ§
72,5,2019-07-15 15:44:00,2019-07-15 15:55:00,57.799999998882406,reheat,[''],2019-07-15,ÁÖ°£,[],[],9.0,,0.0,,,,,,,,,0.0,1012.6,,,,,,,4,4.0,°ãÄ§
73,5,2019-07-15 16:07:00,2019-07-15 16:27:00,106.79999999888241,reheat,[''],2019-07-15,ÁÖ°£,[],[],9.0,,0.0,,,,,,,,,2.0,907.4,,,,,,,4,4.0,°ãÄ§
74,5,2019-07-15 16:35:00,2019-07-15 16:46:00,62.30000000074506,reheat,[''],2019-07-15,ÁÖ°£,[],[],9.0,,0.0,,,,,,,,,1.0,1046.8,,,,,,,4,4.0,°ãÄ§
75,5,2019-07-15 17:03:00,2019-07-15 17:25:00,100.80000000074509,reheat,[''],2019-07-15,ÁÖ°£,[],[],9.0,,0.0,,,,,,,,,1.0,1013.7,,,,,,,4,4.0,°ãÄ§
76,5,2019-07-15 18:00:00,2019-07-15 18:11:00,59.5,reheat,[''],2019-07-15,ÁÖ°£,[],[],9.0,,0.0,,,,,,,,,0.0,1061.3,,,,,,,4,4.0,°ãÄ§
77,5,2019-07-15 18:22:00,2019-07-15 18:34:00,77.40000000037253,reheat,[''],2019-07-15,ÁÖ°£,[],[],9.0,,0.0,,,,,,,,,1.0,962.4,,,,,,,4,4.0,°ãÄ§
78,5,2019-07-15 18:46:00,2019-07-15 19:07:00,109.30000000074509,reheat,[''],2019-07-15,ÁÖ°£,[],[],9.0,,0.0,,,,,,,,,0.0,966.1,,,,,,,4,4.0,°ãÄ§
79,5,2019-07-15 20:37:00,2019-07-15 20:47:00,69.40000000037253,reheat,[''],2019-07-17,ÁÖ°£,[],[],10.0,,0.0,,,,,,,,,0.0,1020.2,,,,,,,4,4.0,°ãÄ§
80,5,2019-07-15 20:51:00,2019-07-15 21:01:00,38.300000000745065,reheat,[''],2019-07-17,ÁÖ°£,[],[],10.0,,0.0,,,,,,,,,1.0,980.1,,,,,,,4,4.0,°ãÄ§
81,5,2019-07-15 21:08:00,2019-07-15 21:18:00,30.0,reheat,[''],2019-07-17,ÁÖ°£,[],[],10.0,,0.0,,,,,,,,,1.0,824.5,,,,,,,4,4.0,°ãÄ§
82,5,2019-07-15 21:22:00,2019-07-15 21:33:00,44.900000000372536,reheat,[''],2019-07-17,ÁÖ°£,[],[],10.0,,0.0,,,,,,,,,2.0,854.3,,,,,,,4,4.0,°ãÄ§
83,5,2019-07-15 21:40:00,2019-07-15 21:46:00,15.0,reheat,[''],2019-07-17,ÁÖ°£,[],[],10.0,,0.0,,,,,,,,,1.0,732.8,,,,,,,4,4.0,°ãÄ§
84,5,2019-07-15 21:54:00,2019-07-15 22:40:00,389.5,reheat,[''],2019-07-17,ÁÖ°£,[],[],10.0,,0.0,,,,,,,,,4.0,674.3,,,,,,,4,4.0,°ãÄ§
85,5,2019-07-16 03:50:00,2019-07-16 04:13:00,73.90000000037253,reheat,[''],2019-07-17,ÁÖ°£,[],[],10.0,,0.0,,,,,,,,,1.0,1163.4,,,,,,,4,4.0,°ãÄ§
86,5,2019-07-16 04:32:00,2019-07-16 04:43:00,70.0,reheat,[''],2019-07-17,ÁÖ°£,[],[],10.0,,0.0,,,,,,,,,1.0,918.9,,,,,,,4,4.0,°ãÄ§
