,가열로 번호,cycle,시작시간,종료시간,가스사용량,Type,소재 list,작업일자,주/야간,평일/주말,in,out,drop_flag,gradient,part_types,temp diff,time diff,가열완료 온도,가열중 마지막 문닫힌 시간,가열중 문열림 횟수,뺄시간,시작온도,실제 시작시간,원래시작점온도,이전 종료시간,종료온도,최종 가열시작 온도,평균온도,겹침수량,직전 사이클 소재 수량,겹침여부
12,6,75,2020-07-07 00:06:00,2020-07-07 02:25:00,652.5,heat,"['200603-15200-012', '200623-19476-001', '200623-19476-001', '200623-19476-001', '200623-19476-001', '200330-17035-003', '200330-17035-004']",2020-07-07,야간,평일,,,0,0.517985612,holding 0,1.2,2.316666667,649.4,2020-07-07 09:49:00,1,12,648.2,2020-07-06 23:38:00,46.6,0,649.4,1146.5,,7,7,겹침
13,13,2,2020-03-07 09:49:00,2020-03-08 05:31:00,2056,heat,['200121-19151-001'],2020-03-09,주간,주말,,,0,0.162436548,holding 0,3.2,19.7,762.1,0,0,43,758.9,2020-03-07 07:00:00,616.7,0,762.1,0,,1,1,겹침
14,13,2,2020-03-08 10:50:00,2020-03-08 13:32:00,648.2,heat,['200121-19151-001'],2020-03-09,주간,주말,,,0,2.777777778,holding 1,7.5,2.7,1015.1,0,0,43,1007.6,2020-03-07 07:00:00,616.7,0,1015.1,0,,1,1,겹침
15,13,9,2020-04-05 13:42:00,2020-04-05 17:01:00,652.7,heat,[''],2020-04-06,주간,주말,,,0,2.924623116,holding 0,9.7,3.316666667,1022,0,0,9,1012.3,2020-04-05 09:00:00,864.1,0,1022,0,,1,1,겹침
16,17,7,2020-03-07 11:25:00,2020-03-07 20:41:00,1121.2,heat,"['200129-19476-001', '200129-19476-001', '181112-19581-005']",2020-03-10,주간,주말,,,0,0.28057554,holding 0,2.6,9.266666667,650.6,0,0,21,648,2020-03-07 05:37:00,756.9,0,650.6,0,,3,3,겹침
17,17,16,2020-03-22 12:07:00,2020-03-22 17:44:00,933.2,heat,"['191020-15200-004', '191020-15200-005', '200214-15226-003']",2020-03-23,주간,주말,,,0,2.456973294,holding 0,13.8,5.616666667,667.8,0,0,18,654,2020-03-21 06:31:00,365.8,0,667.8,0,,3,3,겹침
18,17,69,2020-06-01 17:21:00,2020-06-01 18:13:00,83.9,heat,"['200423-99010-019', '200423-99010-020', '200417-19151-006', '200417-19151-003', '200417-19151-005', '200423-99010-018', '200603-001']",2020-06-03,주간,주말,,,0,3.807692308,holding 0,3.3,0.866666667,370,2020-06-02 14:30:00,3,442,373.3,2020-06-01 07:17:00,57.2,0,370,719,,7,7,겹침
19,17,69,2020-06-02 04:12:00,2020-06-02 10:26:00,1103,heat,"['200423-99010-019', '200423-99010-020', '200417-19151-006', '200417-19151-003', '200417-19151-005', '200423-99010-018', '200603-001']",2020-06-03,주간,평일,,,0,2.262032086,holding 1,14.1,6.233333333,672.2,2020-06-02 14:30:00,3,442,658.1,2020-06-01 07:17:00,57.2,0,672.2,719,,7,7,겹침
20,17,81,2020-06-20 23:41:00,2020-06-21 05:29:00,903.5,heat,"['200619-99010-001', '200415-70190-001', '200519-99922-002', '200519-99922-002', '200622-001', '200622-002', '200612-15007-002', '200612-15007-002']",2020-06-22,주간,주말,,,0,1.586206897,holding 0,9.2,5.8,671.3,0,0,26,662.1,2020-06-20 06:10:00,523.7,0,671.3,0,,8,8,겹침
21,18,50,2020-05-24 05:42:00,2020-05-24 11:28:00,680.3,heat,"['200423-15509-002', '190905-19234-110', '190905-19234-110', '200129-19968-003', '200228-14072-057', '200423-15509-001', '190905-19234-111', '190905-19234-111']",2020-05-25,주간,주말,,,0,1.300578035,holding 0,7.5,5.766666667,594,2020-05-23 06:05:00,0,1172,601.5,2020-05-23 06:05:00,311.7,0,594,311.7,,8,8,겹침
22,18,69,2020-06-14 04:04:00,2020-06-14 09:51:00,659.9,heat,"['200602-94594-005', '200507-15226-005', '200507-15226-005', '200417-19151-006']",2020-06-15,주간,주말,,,0,0.570605187,holding 0,3.3,5.783333333,647,0,0,92,650.3,2020-06-13 07:00:00,480.3,0,647,0,,4,4,겹침
23,18,91,2020-07-12 04:16:00,2020-07-12 08:02:00,551.8,heat,"['200701-19955-003', '200701-19955-004', '200415-70190-003', '200624-15200-007']",2020-07-13,주간,주말,,,0,0.265486726,holding 0,1,3.766666667,647.5,0,0,29,648.5,2020-07-11 07:00:00,490,0,647.5,0,,4,4,겹침
24,19,56,2020-05-17 10:30:00,2020-05-17 12:40:00,632.1,heat,"['200110-19035-001', '200110-19035-001', '200110-19035-001', '200228-14072-057', '200228-14072-057', '200423-15509-001', '200423-15509-002']",2020-05-18,주간,주말,,,0,7.846153846,holding 0,17,2.166666667,795.7,0,0,15,812.7,2020-05-16 07:00:00,729.6,0,795.7,0,,7,7,겹침
25,19,63,2020-05-31 09:30:00,2020-05-31 12:46:00,759.8,heat,"['200213-19151-006', '200417-19151-001', '200417-19151-002', '200309-15008-001', '200309-15008-003']",2020-06-01,야간,주말,,,0,0.0306122449,holding 0,0.1,3.266666667,644.4,0,0,625,644.5,2020-05-30 07:00:00,422.5,0,644.4,0,,5,5,겹침
26,19,81,2020-06-24 03:10:00,2020-06-24 06:02:00,1149.1,heat,"['200508-99010-008', '200508-99010-007', '200508-99101-005', '200520-12005-001']",2020-06-24,야간,평일,,,0,1.220930233,holding 0,3.5,2.866666667,949.4,2020-06-24 04:19:00,1,7,945.9,2020-06-24 02:14:00,468.6,0,949.4,711.6,,4,4,겹침
27,20,6,2020-03-13 02:43:00,2020-03-13 05:15:00,970.2,heat,"['200130-15007-064', '200130-15007-064', '200213-19151-002', '191020-15200-004', '191020-15200-005']",2020-03-13,야간,평일,,,0,3.355263158,holding 0,8.5,2.533333333,1010.2,2020-03-13 02:09:00,3,24,1001.7,2020-03-12 19:08:00,136.8,0,1010.2,628.5,,5,5,겹침
28,20,16,2020-03-27 04:02:00,2020-03-27 06:34:00,810.6,heat,"['200313-19095-001', '191020-15200-006', '200302-12005-002', '200302-12005-001']",2020-03-27,야간,평일,,,0,4.263157895,holding 0,10.8,2.533333333,1009.5,0,0,5,998.7,2020-03-27 02:48:00,389.5,0,1009.5,0,,4,4,겹침
29,20,63,2020-05-31 06:06:00,2020-05-31 09:57:00,721.7,heat,"['200228-14072-059', '200428-19157-003', '200428-19157-002', '200417-19151-004', '200417-19151-004']",2020-06-01,주간,주말,,,0,3.61038961,holding 0,13.9,3.85,662.9,0,0,11,649,2020-05-30 07:00:00,621.4,0,662.9,0,,5,5,겹침
