,가열로 번호,시작시간,시작온도,종료시간,종료온도,평균온도,가스사용량
217,3,2019-09-16 19:42:00,1252.0,2019-09-17 16:34:00,1286.9,1246.1880287310455,5037.5
218,3,2019-09-17 18:26:00,1242.8,2019-09-18 09:02:00,1207.3,1230.0022805017104,3136.5
219,3,2019-09-18 13:20:00,1264.8,2019-09-19 18:44:00,1256.6,1236.2602832861187,6825.800000000745
220,3,2019-09-19 20:22:00,1258.5,2019-09-20 18:28:00,1276.8,1251.8067068575735,5676.699999999255
221,3,2019-09-23 07:44:00,1235.6,2019-09-24 06:51:00,1247.7,1226.128818443804,5317.199999999255
222,3,2019-09-24 21:06:00,1202.5,2019-09-25 09:08:00,1219.6,1200.886307053942,2795.800000000745
223,3,2019-09-25 11:04:00,1256.5,2019-09-26 14:17:00,892.7,1207.0118727050183,7127.5
224,3,2019-09-26 17:51:00,1251.2,2019-09-27 16:08:00,1280.2,1247.597384155456,5334.4000000003725
225,3,2019-09-30 11:01:00,1225.5,2019-10-01 02:34:00,812.7,1236.4080299785867,4550.0
226,3,2019-10-01 06:01:00,1255.6,2019-10-02 02:22:00,1286.1,1240.1692307692306,5655.0999999996275
227,3,2019-10-02 06:40:00,1261.9,2019-10-02 23:54:00,1276.3,1246.5577777777778,4603.0
228,3,2019-10-03 01:46:00,1250.62,2019-10-04 02:24:00,1278.7,1246.881913455032,6128.199999999255
229,3,2019-10-04 06:13:00,1256.6,2019-10-04 23:10:00,1276.3,1238.7414538310413,4833.0999999996275
230,3,2019-10-07 05:42:00,1253.2,2019-10-08 02:25:00,1254.4,1247.06615755627,4896.700000001118
231,3,2019-10-08 05:32:00,1246.0,2019-10-09 02:23:00,1257.1,1239.5349041533548,5445.0
232,3,2019-10-09 03:34:00,1235.2,2019-10-10 02:31:00,1283.8,1220.8257619738752,6152.799999998882
233,3,2019-10-10 03:34:00,1248.6,2019-10-11 02:47:00,1254.9,1236.5229555236729,5865.700000001118
234,3,2019-10-11 06:47:00,1256.1,2019-10-12 01:31:00,1268.1,1237.3813333333333,4751.800000000745
235,3,2019-10-14 07:03:00,1255.7,2019-10-15 03:26:00,1274.8,1247.540114379085,5207.0
236,3,2019-10-15 05:56:00,1244.9,2019-10-16 02:51:00,1274.9,1250.6862261146496,5404.300000000745
237,3,2019-10-16 07:59:00,1260.6,2019-10-17 00:13:00,1163.5,1240.9582564102564,4194.9000000003725
