,Type,cycle,drop_flag,gradient,in,out,part_types,temp diff,time diff,가스사용량,가열로 번호,가열완료 온도,가열중 마지막 문닫힌 시간,가열중 문열림 횟수,뺄시간,소재 list,시작시간,시작온도,실제 시작시간,원래시작점온도,이전 종료시간,작업일자,종료시간,종료온도,주/야간,최종 가열시작 온도,평균온도,평일/주말
0,heat,0,1,317.7027027027027,,,increasing 0,1175.5,3.7,1949.300000000745,4,1254.2,0,0,2,"['200115-94140-002', '200204-19180-566', '200204-19180-565', '200204-19180-564', '200204-19180-563', '200204-19180-562', '200204-19180-561', '200204-19180-560']",2020-03-02 08:57:00,78.7,2020-03-02 08:56:00,75.5,,,2020-03-02 12:39:00,1254.2,,0,,
1,open,,0,,,,,,,12.199999999254942,4,,,,,,2020-03-02 14:30:00,1258.6,,,,,2020-03-02 14:35:00,918.1,,,,
2,reheat,,0,,,,,,,29.40000000037253,4,,,,1,,2020-03-02 14:35:00,918.1,,,,,2020-03-02 14:42:00,,,,,
3,open,,0,,,,,,,8.599999999627471,4,,,,,,2020-03-02 14:43:00,1180.0,,,,,2020-03-02 14:49:00,792.3,,,,
4,reheat,,0,,,,,,,283.40000000037253,4,,,,1,,2020-03-02 14:49:00,792.3,,,,,2020-03-02 15:22:00,,,,,
5,hold,,0,,,,,,,79.59999999962747,4,,,,,,2020-03-02 15:22:00,1196.4,,,,,2020-03-02 15:32:00,1225.8,,,1208.2818181818182,
6,open,,0,,,,,,,17.299999998882413,4,,,,,,2020-03-02 15:32:00,1225.8,,,,,2020-03-02 15:42:00,761.3,,,,
7,reheat,,0,,,,,,,84.30000000074506,4,,,,1,,2020-03-02 15:42:00,761.3,,,,,2020-03-02 15:55:00,,,,,
8,hold,,0,,,,,,,114.09999999962747,4,,,,,,2020-03-02 15:55:00,1079.9,,,,,2020-03-02 16:05:00,1122.0,,,1099.5636363636365,
9,open,,0,,,,,,,20.40000000037253,4,,,,,,2020-03-02 16:05:00,1122.0,,,,,2020-03-02 16:09:00,904.6,,,,
10,reheat,,0,,,,,,,0.0,4,,,,2,,2020-03-02 16:09:00,904.6,,,,,2020-03-02 16:11:00,,,,,
11,open,,0,,,,,,,0.0,4,,,,,,2020-03-02 16:12:00,925.3,,,,,2020-03-02 16:21:00,800.4,,,,
