,가열로 번호,시작시간,시작온도,종료시간,종료온도,평균온도,가스사용량
0,1,2019-07-01 05:41:00,1251.1,2019-07-01 05:50:00,1253.4,1252.2999999999997,16.90000000037253
1,1,2019-07-03 15:13:00,1252.7,2019-07-03 15:20:00,1254.1,1253.6285714285714,11.599999999627471
2,1,2019-07-03 15:34:00,1258.4,2019-07-03 15:36:00,1257.2,1257.9,8.400000000372529
3,1,2019-07-03 15:45:00,1256.3,2019-07-03 15:50:00,1255.0,1255.34,11.700000000186265
4,1,2019-07-11 17:50:00,1119.4,2019-07-11 17:59:00,1103.5,1113.0444444444445,39.700000000186265
5,1,2019-07-11 17:59:00,1103.5,2019-07-11 18:45:00,1138.2,1124.836956521739,185.79999999981374
6,1,2019-07-11 19:55:00,1209.1,2019-07-11 19:58:00,1207.2,1207.6333333333332,13.400000000372529
7,1,2019-07-14 15:56:00,655.6,2019-07-14 23:45:00,656.9,657.7620469083156,645.7000000001863
8,1,2019-07-18 21:37:00,1278.6,2019-07-18 21:39:00,1279.0,1278.5,10.100000000558794
9,1,2019-07-25 23:13:00,1238.8,2019-07-25 23:19:00,1236.6,1235.8500000000001,26.700000000186265
10,1,2019-08-02 17:01:00,654.0,2019-08-02 21:18:00,659.0,656.9206225680933,438.79999999981374
11,1,2019-08-05 09:50:00,1255.5,2019-08-05 09:53:00,1252.0,1254.225,863.0
12,1,2019-08-11 04:46:00,661.1,2019-08-11 09:27:00,662.6,660.9419928825622,424.6000000005588
13,1,2019-08-13 08:37:00,1274.5,2019-08-13 08:43:00,1274.2,1274.7,11.5
14,1,2019-08-13 20:22:00,985.8,2019-08-13 20:29:00,1005.9,997.0285714285714,34.40000000037253
15,1,2019-08-13 20:39:00,1021.8,2019-08-13 20:41:00,1030.1,1024.75,9.799999999813735
16,1,2019-08-13 21:41:00,1150.4,2019-08-13 21:47:00,1157.7,1151.2500000000002,27.899999999441206
17,1,2019-08-13 23:12:00,1253.7,2019-08-13 23:17:00,1263.5,1259.5600000000002,18.0
18,1,2019-08-18 01:27:00,659.3,2019-08-18 11:16:00,663.1,661.8575551782682,579.2999999998137
19,1,2019-08-22 18:21:00,1095.0,2019-08-22 19:06:00,1122.8,1117.2955555555557,167.90000000037253
20,1,2019-08-22 19:06:00,1122.8,2019-08-22 19:36:00,1144.2,1130.513333333333,107.29999999981374
21,1,2019-08-24 08:53:00,364.2,2019-08-25 01:21:00,360.8,363.12074898785426,261.79999999981374
22,1,2019-08-25 05:26:00,660.8,2019-08-25 09:23:00,659.8,659.8814345991563,387.79999999981374
23,1,2019-08-26 10:37:00,1160.7,2019-08-26 10:54:00,1203.2,1203.4333333333334,38.200000000186265
24,1,2019-08-27 07:06:00,1184.5,2019-08-27 07:08:00,1138.0,1153.2,5.0
25,1,2019-08-27 07:36:00,1242.3,2019-08-27 07:39:00,1240.8,1236.466666666667,13.400000000372529
26,1,2019-08-28 09:31:00,1179.4,2019-08-28 09:37:00,1188.8,1182.6333333333334,29.899999999441206
27,1,2019-08-28 09:37:00,1188.8,2019-08-28 09:38:00,1139.5,1139.5,1.7000000001862645
28,1,2019-08-28 10:24:00,1260.0,2019-08-28 10:25:00,1260.0,1260.0,5.0
29,1,2019-09-03 11:00:00,659.2,2019-09-03 23:31:00,661.8,658.547137150466,1297.199999999255
30,1,2019-09-10 19:21:00,1263.3,2019-09-10 19:24:00,1257.9,1258.5666666666668,13.299999999813735
31,1,2019-09-17 09:18:00,1262.6,2019-09-17 09:19:00,1260.7,1260.7,5.0
32,1,2019-09-21 07:52:00,359.3,2019-09-22 09:33:00,362.7,363.6046073977936,738.5
33,1,2019-09-22 15:47:00,661.6,2019-09-22 22:33:00,662.2,660.2778325123154,573.0999999996275
34,1,2019-09-27 10:38:00,1260.2,2019-09-27 10:44:00,1258.6,1254.0166666666667,27.0
35,1,2019-09-29 11:56:00,659.9,2019-09-29 20:33:00,662.7,661.6725338491296,527.9000000003725
36,1,2019-09-30 05:15:00,1235.7,2019-09-30 05:16:00,1195.2,1195.2,1.7000000001862645
37,1,2019-09-30 05:42:00,1248.4,2019-09-30 05:56:00,1254.8,1257.0071428571428,54.40000000037253
38,1,2019-10-04 08:38:00,960.8,2019-10-04 08:41:00,976.1,971.3000000000001,15.100000000558794
39,1,2019-10-04 08:41:00,976.1,2019-10-04 08:46:00,933.9,954.8,21.899999999441206
40,1,2019-10-04 08:46:00,933.9,2019-10-04 08:47:00,962.1,962.1,5.0
41,1,2019-10-04 09:19:00,1019.3,2019-10-04 09:25:00,1025.5,1020.4333333333334,30.199999999254942
42,1,2019-10-04 12:39:00,1261.8,2019-10-04 12:40:00,1259.9,1259.9,5.0
43,1,2019-10-06 12:15:00,661.4,2019-10-06 21:03:00,662.8,661.3304924242424,616.2999999998137
44,1,2019-10-08 08:23:00,1254.0,2019-10-08 08:47:00,1257.9,1255.2124999999999,102.0
45,1,2019-10-18 11:32:00,977.3,2019-10-18 11:33:00,981.8,981.8,5.2000000001862645
46,1,2019-10-18 11:33:00,981.8,2019-10-18 11:35:00,981.4,980.4,3.3999999994412065
47,1,2019-10-18 11:35:00,981.4,2019-10-18 11:36:00,932.7,932.7,6.900000000372529
48,1,2019-10-18 13:20:00,1115.0,2019-10-18 13:23:00,1119.9,1118.8,15.399999999441206
49,1,2019-10-18 13:23:00,1119.9,2019-10-18 13:24:00,1078.0,1078.0,1.7000000001862645
50,1,2019-10-18 14:49:00,1225.6,2019-10-18 14:50:00,1225.0,1225.0,5.199999999254942
51,1,2019-11-10 01:19:00,657.3,2019-11-10 17:59:00,661.0,660.9997,1226.3999999994412
52,1,2019-11-12 07:40:00,1263.7,2019-11-12 07:44:00,1260.7,1255.75,17.40000000037253
53,1,2019-11-13 05:53:00,1241.9,2019-11-13 05:56:00,1237.4,1236.0333333333333,15.799999999813735
54,1,2019-12-01 14:58:00,655.5,2019-12-02 08:00:00,662.2,660.2029354207435,1051.5
55,1,2019-12-06 02:34:00,552.7,2019-12-06 02:36:00,559.2,556.6,0.0
56,1,2019-12-07 07:59:00,627.3,2019-12-07 08:11:00,659.0,658.5538461538462,18.59999999962747
57,1,2019-12-07 08:11:00,659.0,2019-12-08 07:00:00,660.3,661.0241051862673,898.7999999998137
58,1,2019-12-10 03:16:00,1100.2,2019-12-10 03:21:00,1103.2,1103.1399999999999,30.09999999962747
59,1,2019-12-10 03:21:00,1103.2,2019-12-10 03:22:00,1123.0,1123.0,5.400000000372529
60,1,2019-12-10 03:30:00,1120.4,2019-12-10 03:31:00,1080.1,1080.1,5.400000000372529
61,1,2019-12-10 03:38:00,1150.8,2019-12-10 03:40:00,1159.4,1150.25,12.5
62,1,2019-12-10 04:08:00,1226.8,2019-12-10 04:11:00,1185.7,1208.2666666666667,17.700000000186265
63,1,2019-12-10 04:26:00,1255.5,2019-12-10 04:27:00,1246.6,1246.6,5.300000000745058
64,1,2019-12-14 09:43:00,411.0,2019-12-14 19:27:00,411.1,411.0917808219179,566.4000000003725
65,1,2019-12-15 05:47:00,657.6,2019-12-15 23:09:00,661.7,659.4594049904031,1260.0999999996275
66,1,2019-12-20 07:43:00,799.9,2019-12-20 07:44:00,801.3,801.3,3.599999999627471
67,1,2019-12-20 10:30:00,1258.8,2019-12-20 10:37:00,1246.7,1252.8999999999999,39.40000000037253
68,1,2019-12-23 08:27:00,701.5,2019-12-23 08:33:00,654.1,660.5,14.700000000186265
69,2,2019-07-14 03:59:00,658.2,2019-07-14 11:50:00,645.8,653.4777070063695,595.9000000003725
70,2,2019-07-17 02:49:00,1245.1,2019-07-17 02:53:00,1243.1,1240.125,33.5
71,2,2019-08-14 09:14:00,1208.9,2019-08-14 09:53:00,1251.5,1167.9743589743591,276.5
72,2,2019-08-20 21:56:00,657.8,2019-08-20 21:59:00,655.4,654.6,13.299999998882413
73,2,2019-08-20 21:59:00,655.4,2019-08-21 01:46:00,648.8,649.9233480176212,717.3000000007451
74,2,2019-08-25 03:38:00,660.4,2019-08-25 09:27:00,649.1,654.1696275071633,606.5999999996275
75,2,2019-08-29 14:58:00,1054.9,2019-08-29 14:59:00,1057.2,1057.2,1.599999999627471
76,2,2019-08-29 17:16:00,1265.1,2019-08-29 17:20:00,1262.5,1260.125,28.299999998882413
77,2,2019-09-10 09:06:00,1265.9,2019-09-10 09:09:00,1258.0,1260.0666666666666,19.800000000745058
78,2,2019-09-21 23:15:00,657.6,2019-09-22 09:01:00,668.1,654.2738907849829,815.5999999996275
79,2,2019-09-23 21:40:00,1136.0,2019-09-23 21:41:00,1137.0,1137.0,10.0
80,2,2019-09-23 22:02:00,1135.6,2019-09-23 22:06:00,1152.9,1143.025,36.90000000037253
81,2,2019-09-23 22:29:00,1162.9,2019-09-23 22:33:00,1174.5,1167.5,38.59999999962747
82,2,2019-09-24 00:03:00,1235.2,2019-09-24 00:06:00,1239.5,1238.0666666666666,26.90000000037253
83,2,2019-09-24 21:42:00,1258.2,2019-09-24 21:46:00,1257.5,1256.625,35.19999999925494
84,2,2019-09-28 07:54:00,667.6,2019-09-29 08:26:00,666.6,656.071535326087,1624.3999999985099
85,2,2019-09-30 19:11:00,1257.8,2019-09-30 19:13:00,1259.0,1263.25,16.699999999254942
86,2,2019-10-01 16:37:00,1269.1,2019-10-01 16:45:00,1269.4,1262.95,63.79999999888241
87,2,2019-10-05 22:42:00,637.7,2019-10-06 10:33:00,664.1,654.4493670886076,938.0999999996275
88,2,2019-10-10 19:06:00,1265.0,2019-10-10 19:09:00,1267.0,1265.4333333333334,27.0
89,2,2019-10-12 08:29:00,647.2,2019-10-13 08:55:00,668.6,654.87482946794,2423.9000000003725
