,Type,cycle,drop_flag,gradient,in,out,part_types,temp diff,time diff,가스사용량,가스사용량(마지막 구간),가열로 번호,가열완료 온도,가열중 마지막 문닫힌 시간,가열중 문열림 횟수,뺄시간,소재 list,시작시간,시작온도,실제 시작시간,원래시작점온도,이전 종료시간,작업일자,종료시간,종료온도,주/야간,최종 가열시작 온도,평균온도,평일/주말
0,heat,0,1,54.29032258064515,,,increasing 0,617.0999999999999,11.366666666666667,2485.300000000745,2485.300000000745,3,1236.3,0,0,37,[],2020-03-01 22:58:00,619.2,2020-03-01 00:00:00,684.6,,,2020-03-02 10:20:00,1236.3,,0,,
1,open,,0,,,,,,,5.399999998509884,,3,,,,,,2020-03-02 10:46:00,1237.1,,,,,2020-03-02 10:50:00,1043.7,,,,
2,reheat,,0,,,,,,,8.900000000372529,,3,,,,0,,2020-03-02 10:50:00,1043.7,,,,,2020-03-02 10:52:00,,,,,
3,open,,0,,,,,,,0.0,,3,,,,,,2020-03-02 10:52:00,1112.8,,,,,2020-03-02 10:54:00,1011.7,,,,
4,reheat,,0,,,,,,,168.30000000074506,,3,,,,0,,2020-03-02 10:54:00,1011.7,,,,,2020-03-02 11:25:00,,,,,
5,hold,,0,,,,,,,937.0999999996275,,3,,,,,,2020-03-02 11:25:00,1238.0,,,,,2020-03-02 14:32:00,1247.2,,,1240.759574468085,
6,open,,0,,,,,,,42.0,,3,,,,,,2020-03-02 14:32:00,1247.2,,,,,2020-03-02 14:41:00,1071.4,,,,
7,reheat,,0,,,,,,,71.80000000074506,,3,,,,2,,2020-03-02 14:41:00,1071.4,,,,,2020-03-02 14:52:00,,,,,
8,hold,,0,,,,,,,464.7999999988824,,3,,,,,,2020-03-02 14:52:00,1249.9,,,,,2020-03-02 16:32:00,1247.8,,,1246.691089108911,
9,open,,0,,,,,,,5.200000001117587,,3,,,,,,2020-03-02 16:32:00,1247.8,,,,,2020-03-02 16:35:00,1164.5,,,,
10,reheat,,0,,,,,,,12.199999999254942,,3,,,,0,,2020-03-02 16:35:00,1164.5,,,,,2020-03-02 16:38:00,,,,,
11,hold,,0,,,,,,,12.199999999254942,,3,,,,,,2020-03-02 16:38:00,1229.9,,,,,2020-03-02 16:41:00,1237.9,,,1232.225,
12,open,,0,,,,,,,1.800000000745058,,3,,,,,,2020-03-02 16:41:00,1237.9,,,,,2020-03-02 16:46:00,955.3,,,,
13,reheat,,0,,,,,,,169.09999999962747,,3,,,,3,,2020-03-02 16:46:00,955.3,,,,,2020-03-02 17:09:00,,,,,
14,hold,,0,,,,,,,659.5999999996275,,3,,,,,,2020-03-02 17:09:00,1258.0,,,,,2020-03-02 19:50:00,1260.8,,,1252.1061728395061,
15,open,,0,,,,,,,1.800000000745058,,3,,,,,,2020-03-02 19:50:00,1260.8,,,,,2020-03-02 19:53:00,1060.4,,,,
