,°¡¿­·Î ¹øÈ£,½ÃÀÛ½Ã°£,Á¾·á½Ã°£,°¡½º»ç¿ë·®,Type,¼ÒÀç list,ÀÛ¾÷ÀÏÀÚ,ÁÖ/¾ß°£,in,out,cycle,ÆòÀÏ/ÁÖ¸»,drop_flag,gradient,part_types,temp diff,time diff,°¡¿­¿Ï·á ¿Âµµ,°¡¿­Áß ¸¶Áö¸· ¹®´ÝÈù ½Ã°£,°¡¿­Áß ¹®¿­¸² È½¼ö,»¬½Ã°£,½ÃÀÛ¿Âµµ,½ÇÁ¦ ½ÃÀÛ½Ã°£,¿ø·¡½ÃÀÛÁ¡¿Âµµ,ÀÌÀü Á¾·á½Ã°£,Á¾·á¿Âµµ,ÃÖÁ¾ °¡¿­½ÃÀÛ ¿Âµµ,Æò±Õ¿Âµµ,°ãÄ§¼ö·®,Á÷Àü »çÀÌÅ¬ ¼ÒÀç ¼ö·®,°ãÄ§¿©ºÎ
0,1,2020-03-02 07:35:00,2020-03-02 10:44:00,708.6999999992549,hold,[''],,,,,0.0,,0.0,,,,,,,,,1254.1,,,,1254.5,,1252.9715789473685,0,0.0,¾È°ãÄ§
1,1,2020-03-02 10:59:00,2020-03-03 04:48:00,1805.7999999998135,hold,[''],,,,,0.0,,0.0,,,,,,,,,1253.5,,,,1258.5,,1255.84,4,4.0,°ãÄ§
2,1,2020-03-03 05:01:00,2020-03-03 06:14:00,123.6000000005588,hold,[''],,,,,0.0,,0.0,,,,,,,,,1263.6,,,,1287.4,,1275.7918918918915,4,4.0,°ãÄ§
3,1,2020-03-03 06:24:00,2020-03-03 06:26:00,3.599999999627471,hold,[''],,,,,0.0,,0.0,,,,,,,,,1282.8,,,,1284.2,,1277.6,4,4.0,°ãÄ§
4,1,2020-03-03 06:44:00,2020-03-03 06:46:00,5.400000000372528,hold,[''],,,,,0.0,,0.0,,,,,,,,,1287.5,,,,1284.4,,1282.5666666666666,4,4.0,°ãÄ§
5,1,2020-03-03 07:02:00,2020-03-03 07:08:00,12.5,hold,[''],,,,,0.0,,0.0,,,,,,,,,1287.0,,,,1282.4,,1275.6857142857139,4,4.0,°ãÄ§
6,1,2020-03-03 07:27:00,2020-03-03 07:32:00,9.0,hold,[''],,,,,0.0,,0.0,,,,,,,,,1278.2,,,,1284.0,,1278.3333333333333,4,4.0,°ãÄ§
7,1,2020-03-03 08:10:00,2020-03-03 08:26:00,28.699999999254945,hold,[''],,,,,0.0,,0.0,,,,,,,,,1268.4,,,,1269.3,,1255.9176470588236,4,4.0,°ãÄ§
8,1,2020-03-04 07:32:00,2020-03-04 20:11:00,1841.0,hold,[''],2020-03-04,¾ß°£,,,1.0,,0.0,,,,,,,,,1258.9,,,,1265.0,,1257.5400657894736,4,4.0,°ãÄ§
9,1,2020-03-04 20:25:00,2020-03-05 04:35:00,874.7000000001863,hold,[''],2020-03-04,¾ß°£,,,1.0,,0.0,,,,,,,,,1264.7,,,,1284.8,,1278.923421588595,4,4.0,°ãÄ§
10,1,2020-03-05 04:50:00,2020-03-05 05:07:00,25.40000000037253,hold,[''],2020-03-04,¾ß°£,,,1.0,,0.0,,,,,,,,,1277.6,,,,1284.6,,1280.7944444444445,4,4.0,°ãÄ§
11,1,2020-03-05 05:17:00,2020-03-05 05:27:00,16.299999999813735,hold,[''],2020-03-04,¾ß°£,,,1.0,,0.0,,,,,,,,,1285.1,,,,1285.4,,1279.8818181818178,4,4.0,°ãÄ§
12,1,2020-03-06 02:39:00,2020-03-06 03:41:00,94.70000000018628,hold,[''],2020-03-05,¾ß°£,,,2.0,,0.0,,,,,,,,,1282.1,,,,1277.8,,1273.2714285714285,4,4.0,°ãÄ§
13,1,2020-03-06 04:13:00,2020-03-06 04:21:00,12.699999999254944,hold,[''],2020-03-05,¾ß°£,,,2.0,,0.0,,,,,,,,,1280.5,,,,1283.3,,1278.1333333333332,4,4.0,°ãÄ§
14,1,2020-03-06 04:30:00,2020-03-06 04:37:00,12.799999999813735,hold,[''],2020-03-05,¾ß°£,,,2.0,,0.0,,,,,,,,,1280.5,,,,1282.7,,1279.0375,4,4.0,°ãÄ§
15,1,2020-03-06 04:53:00,2020-03-06 06:15:00,116.8999999994412,hold,[''],2020-03-05,¾ß°£,,,2.0,,0.0,,,,,,,,,1283.0,,,,1281.1,,1275.5614457831325,4,4.0,°ãÄ§
16,1,2020-03-09 08:30:00,2020-03-09 08:43:00,40.700000000186265,hold,[''],2020-03-09,¾ß°£,,,4.0,,0.0,,,,,,,,,1245.0,,,,1264.2,,1250.5857142857142,4,4.0,°ãÄ§
17,1,2020-03-09 08:55:00,2020-03-09 11:27:00,373.5,hold,[''],2020-03-09,¾ß°£,,,4.0,,0.0,,,,,,,,,1259.2,,,,1264.0,,1252.9588235294118,4,4.0,°ãÄ§
18,1,2020-03-09 11:37:00,2020-03-09 11:45:00,21.0,hold,[''],2020-03-09,¾ß°£,,,4.0,,0.0,,,,,,,,,1259.4,,,,1263.4,,1253.5,4,4.0,°ãÄ§
