,½®½Ã°£Æ÷ÇÔ_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Æ÷ÇÔ_KNN_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_KNN_5_5_½Ã°£(ÃÑ)
0,147.061767578125,86.05783321552454,67.46432495117188,80.33566718016145
1,38.61227035522461,57.75360544808671,38.15776443481445,56.88417285807699
2,84.7636947631836,80.6434943224597,63.4036865234375,99.68994106077128
3,54.49053955078125,87.16625407841096,51.326595306396484,85.59927503608631
4,49.10368347167969,53.01504189761961,41.83837890625,52.643419729087746
5,53.2921142578125,60.4178817458079,50.869873046875,60.75898797826129
6,83.06871795654297,85.6867198811001,66.82666778564453,87.35681591738125
7,50.31001663208008,63.21442160700992,52.695709228515625,62.883576740718325
8,85.14288330078125,74.82680861207216,59.21852493286133,81.5783857064989
9,43.860294342041016,51.01537256641785,46.142677307128906,51.32403959288598
average,68.9705982208252,69.97974333745094,53.79442024230957,71.90542817999294
