,½®½Ã°£Æ÷ÇÔ_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Æ÷ÇÔ_KNN_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_KNN_5_5_½Ã°£(ÃÑ)
0,161.49655151367188,77.15167950760892,141.96780395507812,72.9632944520101
1,133.22377014160156,150.42286748997864,50.307125091552734,146.71076874298993
2,67.11774444580078,123.54445791104158,58.00613021850586,120.19351626056158
3,61.456600189208984,66.89766480099496,61.6025276184082,62.89898719125514
4,59.024932861328125,70.18216161675457,65.95726776123047,69.65901052848716
5,59.65604782104492,41.55592634200442,55.78274154663086,40.75420451890516
6,55.92277145385742,110.83669949453727,91.54031372070312,107.41723048644516
7,38.05726623535156,53.60758085897462,44.7762565612793,51.78492416143191
8,244.82806396484375,127.47957660511248,74.63970947265625,135.89982638374067
9,120.09971618652344,80.72172448806293,67.51275634765625,81.35441889693938
average,100.08834648132324,90.24003391150704,71.20926322937012,88.96361816227662
