,½®½Ã°£Æ÷ÇÔ_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Æ÷ÇÔ_KNN_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_KNN_5_5_½Ã°£(ÃÑ)
0,52.12936782836914,26.224496916035406,49.34754943847656,25.6692510468193
1,53.50238800048828,22.62848062674968,50.687747955322266,23.012090112838905
2,65.99687194824219,35.85506705885531,30.23351287841797,35.61478472494065
3,34.53264236450195,20.848775184196423,35.76994705200195,20.531013753116333
4,36.61422348022461,27.51594810167469,34.3101921081543,26.986489975295214
5,29.941377639770508,22.38352971708667,29.520709991455078,22.380441911706434
6,28.7674503326416,21.204485203231783,45.49276351928711,21.20174168273228
7,37.07606506347656,36.991427898636324,51.759395599365234,36.988970146035186
8,374.80877685546875,23.188721195312567,52.34996795654297,23.107516757597736
9,14.789637565612793,29.875089349915925,34.356441497802734,29.87943542826441
average,72.81588010787964,26.67160212516948,41.382822799682614,26.537173553934643
