,½®½Ã°£Æ÷ÇÔ_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Æ÷ÇÔ_KNN_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_KNN_5_5_½Ã°£(ÃÑ)
0,33.32658386230469,30.988737498858683,55.331634521484375,30.954773127974672
1,31.886850357055664,32.852250883911566,25.112281799316406,32.80191141295319
2,34.287227630615234,24.49969602885817,37.874977111816406,24.49760162416406
3,52.55339813232422,25.139592310856003,25.755706787109375,24.832292330828295
4,23.253808975219727,30.941198000860393,20.10698699951172,30.95256163242386
5,29.724740982055664,20.585773493556047,21.765836715698242,20.64378062832894
6,26.967086791992188,21.95843727424228,22.4278564453125,21.953324582087006
7,26.439109802246094,19.64560274858729,39.725318908691406,19.279257373875954
8,50.39386749267578,24.626144207275125,48.10243606567383,24.14262167542208
9,27.565872192382812,27.121451646279365,28.614057540893555,26.915576408672298
average,33.63985462188721,25.835888409328494,32.48170928955078,25.69737007967304
