,가열로번호,에너지,가열시작시간,가열종료시간,시간(총),시작온도,종료온도,장입소재개수,장입중량총합,장입최대중량,강종,강종_ALLOY,강종_CARBON,강종_SUS,쉰시간,cycle,A_num,A_sum,A_max,C_num,C_sum,C_max,S_num,S_sum,S_max,H_A_num,H_A_sum,H_A_max,H_C_num,H_C_sum,H_C_max,H_S_num,H_S_sum,H_S_max,열괴장입소재개수,열괴장입중량총합,열괴장입최대중량,민감소재장입개수,민감소재중량총합,민감소재최대중량,비민감소재장입개수,비민감소재중량총합,비민감소재최대중량,문열림횟수,drop,시간(0제외),작업일자,주/야간,요일,겹침여부,민감비고,직전 사이클 소재 수량,겹치는 소재 수량,강종종류,주말여부,에러발생
0,3,560.5,8/4/2019 4:14,8/4/2019 6:48,9240,876.8,1243.0,8,88000,11000,ALLOY,1,0,0,1860,17,8,88000,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,88000,11000,0,0,0,0,누락없음,4500,8/4/2019,야간,일,안겹침,이상없음,3,0,A,주말,0
1,4,786.9,8/8/2019 2:53,8/8/2019 4:14,4860,742.2,1263.8,3,32600,13800,CARBON,0,1,0,14820,23,0,0,0,2,27600,13800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5000,5000,2,27600,13800,0,강종누락,4800,8/8/2019,야간,목,안겹침,이상없음,7,0,C,평일,0
2,2,146.2,8/12/2019 16:18,8/12/2019 16:41,1380,739.6,1273.6,9,58230,6470,CARBON,0,1,0,1437360,8,0,0,0,9,58230,6470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,58230,6470,0,누락없음,1320,8/12/2019,야간,월,안겹침,이상없음,6,0,C,주말,0
3,2,206.4,8/15/2019 1:58,8/15/2019 2:41,2580,1003.6,1256.5,6,96600,16100,ALLOY,1,0,0,10560,11,6,96600,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,96600,16100,0,0,0,0,누락없음,2520,8/15/2019,야간,목,안겹침,이상없음,11,0,A,평일,0
4,4,415.5,8/21/2019 17:17,8/21/2019 18:01,2640,817.2,1265.1,7,74350,19600,CARBON,0,1,0,8760,27,0,0,0,5,38900,10700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,35450,19600,5,38900,10700,0,강종누락,2580,8/22/2019,주간,수,안겹침,이상없음,8,0,C,평일,0
5,4,1098.4,8/22/2019 18:41,8/22/2019 20:28,6420,864.4,1252.6,7,96150,22100,CARBON,0,1,0,2160,28,0,0,0,7,96150,22100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22100,22100,6,74050,15190,0,누락없음,6360,8/23/2019,주간,목,안겹침,이상없음,7,0,C,평일,0
6,2,345.6,8/25/2019 0:47,8/25/2019 3:38,10260,491.1,660.4,7,75090,12310,CARBON,0,1,0,73380,15,0,0,0,7,75090,12310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,75090,12310,0,누락없음,6300,8/26/2019,주간,일,안겹침,이상없음,7,0,C,주말,0
7,2,84.3,8/26/2019 17:58,8/26/2019 18:12,840,1088.8,1262.3,2,46950,27350,CARBON,0,1,0,5160,16,0,0,0,1,27350,27350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,46950,27350,0,0,0,0,강종누락,780,8/27/2019,주간,월,안겹침,이상없음,9,0,C,평일,0
8,5,486.2,8/26/2019 13:26,8/26/2019 14:47,4860,745.8,1257.2,6,96600,16100,ALLOY,1,0,0,9660,22,6,96600,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,96600,16100,0,0,0,0,누락없음,4800,8/27/2019,주간,월,안겹침,이상없음,3,0,A,주말,0
9,4,1670.0,8/27/2019 3:59,8/27/2019 6:36,9420,708.2,1245.2,9,89550,15190,CARBON,0,1,0,4320,30,0,0,0,9,89550,15190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,89550,15190,0,누락없음,9360,8/27/2019,야간,화,안겹침,이상없음,7,0,C,평일,0
10,2,279.2,8/27/2019 18:56,8/27/2019 19:29,1980,715.3,1238.5,2,31805,16455,CARBON,0,1,0,960,17,1,15350,15350,1,16455,16455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31805,16455,0,0,0,0,누락없음,1920,8/28/2019,주간,화,안겹침,이상없음,2,0,AC,평일,0
11,4,390.9,8/28/2019 3:59,8/28/2019 4:41,2520,792.7,1262.7,6,77530,16100,ALLOY,1,0,0,6240,31,6,77530,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,77530,16100,0,0,0,0,누락없음,2460,8/28/2019,야간,수,안겹침,이상없음,9,0,A,평일,0
12,2,532.3,8/28/2019 18:19,8/28/2019 19:18,3540,734.1,1264.4,7,47110,6730,CARBON,0,1,0,1320,18,0,0,0,7,47110,6730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,47110,6730,0,누락없음,3480,8/29/2019,주간,수,안겹침,이상없음,2,0,C,평일,0
13,4,1264.0,8/29/2019 3:35,8/29/2019 5:37,7320,647.4,1248.1,10,75240,7750,CARBON,0,1,0,4200,32,0,0,0,10,75240,7750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,75240,7750,0,누락없음,7080,8/29/2019,야간,목,안겹침,이상없음,6,0,C,평일,0
