,쉰시간포함_MLP_5_5_에너지,쉰시간포함_KNN_5_5_에너지,쉰시간제외_MLP_5_5_에너지,쉰시간제외_KNN_5_5_에너지
0,18.566761016845703,41.98185536109041,22.88245964050293,42.04278379268989
1,29.824880599975586,14.316780478133554,28.192813873291016,14.886947634440839
2,35.4952278137207,36.780284762119535,31.752582550048828,37.45345870411324
3,39.852935791015625,42.35250478309172,56.0197639465332,50.353676366205
4,35.58045959472656,14.661232897398788,28.21528434753418,13.485041801072336
5,22.848661422729492,14.037640260576481,14.235968589782715,13.337491076324895
6,14.862611770629883,27.883081555745377,17.70328140258789,31.99724585650933
7,34.63933563232422,42.9801171574857,52.78264617919922,51.05338610384397
8,29.571990966796875,29.5273703454175,24.451332092285156,30.02525876954672
9,39.116188049316406,38.747276324244794,24.463302612304688,39.216260767460895
average,30.035905265808104,30.326814392530387,30.069943523406984,32.38515508722071
